Recover_date,Station,Pot_position,Pot_ID,Near_Far,Species,Catch,Notes,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-1,3.0,89.0,near,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-1,2.0,10.0,near,rock crab,3.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-1,1.0,21.0,near,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-1,1.0,21.0,near,rock crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,15.0,41.0,far,black sea bass,5.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,14.0,65.0,far,NA,NA,open vent,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,13.0,99.0,far,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,12.0,45.0,far,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,11.0,82.0,far,rock crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,10.0,NA,far,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,9.0,86.0,far,rock crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,9.0,86.0,far,black sea bass,3.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,8.0,98.0,far,sea star,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,7.0,16.0,far,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,6.0,97.0,near,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,5.0,100.0,near,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,5.0,100.0,near,rock crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,4.0,96.0,near,rock crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,4.0,96.0,near,black sea bass,5.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,3.0,95.0,near,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,2.0,3.0,near,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,2.0,3.0,near,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,C2404-2,1.0,90.0,near,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,15.0,50.0,far,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,15.0,50.0,far,rock crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,14.0,35.0,far,rock crab,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,13.0,47.0,far,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,12.0,8.0,far,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,11.0,17.0,far,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,11.0,17.0,far,rock crab,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,10.0,63.0,far,black sea bass,4.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,9.0,14.0,far,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,9.0,14.0,far,rock crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,8.0,71.0,far,rock crab,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,7.0,NA,far,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,6.0,105.0,near,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,5.0,78.0,near,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,4.0,44.0,near,rock crab,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,3.0,54.0,near,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,2.0,40.0,near,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,2.0,40.0,near,rock crab,3.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-15,1.0,20.0,near,black sea bass,3.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,15.0,31.0,far,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,14.0,85.0,far,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,13.0,101.0,far,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,12.0,92.0,far,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,12.0,92.0,far,rock crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,11.0,62.0,far,spider crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,11.0,62.0,far,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,10.0,2.0,far,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,9.0,64.0,far,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,9.0,64.0,far,jonah crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,8.0,94.0,far,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,7.0,46.0,far,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,6.0,6.0,near,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,5.0,25.0,near,black sea bass,3.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,4.0,31.0,near,rock crab,3.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,3.0,57.0,near,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,2.0,53.0,near,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,1.0,48.0,near,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UM-12,1.0,48.0,near,rock crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,15.0,59.0,far,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,14.0,7.0,far,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,13.0,87.0,far,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,12.0,4.0,far,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,12.0,4.0,far,scup,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,11.0,88.0,far,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,10.0,84.0,far,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,9.0,77.0,far,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,8.0,9.0,far,rock crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,7.0,49.0,far,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,6.0,26.0,near,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,5.0,75.0,near,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,4.0,34.0,near,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,3.0,68.0,near,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,2.0,15.0,near,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UJ-11,1.0,5.0,near,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,15.0,69.0,far,jonah crab,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,14.0,56.0,far,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,13.0,57.0,far,jonah crab,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,12.0,52.0,far,jonah crab,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,11.0,58.0,far,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,10.0,12.0,far,jonah crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,9.0,72.0,far,jonah crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,8.0,38.0,far,black sea bass,3.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,8.0,38.0,far,jonah crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,7.0,79.0,far,black sea bass,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,6.0,81.0,near,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,5.0,19.0,near,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,4.0,76.0,near,black sea bass,1.0,vent open,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,4.0,76.0,near,jonah crab,1.0,vent open,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,3.0,91.0,near,black sea bass,5.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,3.0,91.0,near,jonah crab,1.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,2.0,1.0,near,NA,NA,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,1.0,27.0,near,black sea bass,2.0,,,,,,,,,,,,,,,,,,,,,
2024-05-01 00:00:00,UH-11,1.0,27.0,near,rock crab,1.0,,,,,,,,,,,,,,,,,,,,,
